LGA_2016,Local Government Areas - 2016,SEIFAINDEXTYPE,Index Type,SEIFA_MEASURE,Measure,TIME,Time,Value,Flag Codes,Flags
26670,Towong (S),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,7,,
26670,Towong (S),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,65,,
26670,Towong (S),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,47,,
26670,Towong (S),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
26670,Towong (S),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,59,,
26670,Towong (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,889,,
26670,Towong (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1078,,
26670,Towong (S),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,5985,,
26700,Wangaratta (RC),IER,Index of Economic Resources,SCORE,Score,2016,2016,986,,
26700,Wangaratta (RC),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,286,,
26700,Wangaratta (RC),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,6,,
26700,Wangaratta (RC),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,53,,
26700,Wangaratta (RC),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,37,,
26700,Wangaratta (RC),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,5,,
26700,Wangaratta (RC),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,46,,
26700,Wangaratta (RC),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,759,,
26700,Wangaratta (RC),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1142,,
26700,Wangaratta (RC),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,28310,,
26730,Warrnambool (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,970,,
26730,Warrnambool (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,200,,
26730,Warrnambool (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,4,,
26730,Warrnambool (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,37,,
26730,Warrnambool (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,24,,
26730,Warrnambool (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
26730,Warrnambool (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,30,,
26730,Warrnambool (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,614,,
26730,Warrnambool (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1131,,
26730,Warrnambool (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,33655,,
26810,Wellington (S),IER,Index of Economic Resources,SCORE,Score,2016,2016,987,,
26810,Wellington (S),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,294,,
26810,Wellington (S),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,6,,
26810,Wellington (S),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,54,,
26810,Wellington (S),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,41,,
26810,Wellington (S),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
26810,Wellington (S),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,51,,
26810,Wellington (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,727,,
26810,Wellington (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1126,,
26810,Wellington (S),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,42983,,
26890,West Wimmera (S),IER,Index of Economic Resources,SCORE,Score,2016,2016,1003,,
26890,West Wimmera (S),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,370,,
26890,West Wimmera (S),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,7,,
26890,West Wimmera (S),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,68,,
26890,West Wimmera (S),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,51,,
26890,West Wimmera (S),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
26890,West Wimmera (S),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,63,,
26890,West Wimmera (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,917,,
26890,West Wimmera (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1085,,
26890,West Wimmera (S),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,3903,,
26980,Whitehorse (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1011,,
26980,Whitehorse (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,406,,
26980,Whitehorse (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,8,,
26980,Whitehorse (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,75,,
26980,Whitehorse (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,55,,
26980,Whitehorse (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
26980,Whitehorse (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,68,,
26980,Whitehorse (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,671,,
26980,Whitehorse (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1153,,
26980,Whitehorse (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,162078,,
27070,Whittlesea (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1015,,
27070,Whittlesea (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,421,,
27070,Whittlesea (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,8,,
27070,Whittlesea (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,78,,
27070,Whittlesea (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,57,,
27070,Whittlesea (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
27070,Whittlesea (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,71,,
27070,Whittlesea (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,820,,
27070,Whittlesea (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1184,,
27070,Whittlesea (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,197491,,
27170,Wodonga (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,974,,
27170,Wodonga (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,225,,
27170,Wodonga (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,5,,
27170,Wodonga (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,42,,
27170,Wodonga (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,29,,
27170,Wodonga (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,4,,
27170,Wodonga (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,36,,
27170,Wodonga (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,617,,
27170,Wodonga (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1171,,
27170,Wodonga (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,39351,,
27260,Wyndham (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1021,,
27260,Wyndham (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,443,,
27260,Wyndham (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,9,,
27260,Wyndham (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,82,,
27260,Wyndham (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,62,,
27260,Wyndham (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
27260,Wyndham (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,77,,
27260,Wyndham (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,648,,
27260,Wyndham (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1163,,
27260,Wyndham (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,217122,,
27350,Yarra (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,938,,
27350,Yarra (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,90,,
27350,Yarra (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,2,,
27350,Yarra (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,17,,
27350,Yarra (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,6,,
27350,Yarra (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
27350,Yarra (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,8,,
27350,Yarra (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,495,,
27350,Yarra (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1097,,
27350,Yarra (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,86657,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,SCORE,Score,2016,2016,1050,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,499,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,92,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,73,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,91,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,817,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1187,,
27450,Yarra Ranges (S),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,149537,,
27630,Yarriambiack (S),IER,Index of Economic Resources,SCORE,Score,2016,2016,963,,
27630,Yarriambiack (S),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,165,,
27630,Yarriambiack (S),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,4,,
27630,Yarriambiack (S),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,31,,
27630,Yarriambiack (S),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,19,,
27630,Yarriambiack (S),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
27630,Yarriambiack (S),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,24,,
27630,Yarriambiack (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,886,,
27630,Yarriambiack (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1086,,
27630,Yarriambiack (S),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,6674,,
29399,Unincorporated Vic,IER,Index of Economic Resources,SCORE,Score,2016,2016,847,,
29399,Unincorporated Vic,IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,41,,
29399,Unincorporated Vic,IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,1,,
29399,Unincorporated Vic,IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,8,,
29399,Unincorporated Vic,IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,2,,
29399,Unincorporated Vic,IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
29399,Unincorporated Vic,IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,3,,
29399,Unincorporated Vic,IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,749,,
29399,Unincorporated Vic,IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1045,,
29399,Unincorporated Vic,IER,Index of Economic Resources,URP,Usual resident population,2016,2016,876,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,970,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,315,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,6,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,58,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,35,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,5,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,44,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,858,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1064,,
20110,Alpine (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,12337,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,931,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,147,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,3,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,27,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,9,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,12,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,750,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1057,,
20260,Ararat (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,11600,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,965,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,296,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,6,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,55,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,32,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,4,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,40,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,574,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1136,,
20570,Ballarat (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,101686,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1055,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,486,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,90,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,67,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,83,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,798,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1184,,
20660,Banyule (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,121865,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,945,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,214,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,40,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,21,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,26,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,730,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1062,,
20740,Bass Coast (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,32804,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,976,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,336,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,62,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,40,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,5,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,50,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,801,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1084,,
20830,Baw Baw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,48479,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1125,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,529,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,98,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,79,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,98,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,857,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1189,,
20910,Bayside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,97087,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,936,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,175,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,33,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,15,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,19,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,656,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1058,,
21010,Benalla (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,13861,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1128,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,530,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,98,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,80,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,99,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,1007,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1211,,
21110,Boroondara (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,167231,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,930,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,144,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,3,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,27,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,7,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,9,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,756,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1138,,
21180,Brimbank (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,194319,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,949,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,236,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,5,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,44,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,23,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,29,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,868,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1038,,
21270,Buloke (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,6201,,
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,943,,
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,205,,
